Uniprot ID,Gene Name,Name,Biomolecular condensate count,Synthetic condensate count,Species
Q9FXH7,SRS7,"Protein SHI RELATED SEQUENCE 7",1,0,Arabidopsis thaliana
Q8N114,SHISA5,"Protein shisa-5",1,0,Homo sapiens
Q3UH99,Shisa6,"Protein shisa-6",1,0,Mus musculus
Q8C3Q5,Shisa7,"Protein shisa-7",1,0,Mus musculus
A6NL88,SHISA7,"Protein shisa-7",1,0,Homo sapiens
Q9SB47,SIC,"Protein SICKLE",1,0,Arabidopsis thaliana
O01477,simr-1,"Protein simr-1",1,0,Caenorhabditis elegans
P25294,SIS1,"Protein SIS1",3,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q9GPJ1,Skeletor,"Protein Skeletor, isoforms D/E",1,0,Drosophila melanogaster
P33338,SLA2,"Protein SLA2",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q12034,SLF1,"Protein SLF1",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
O82266,SWA1,"Protein SLOW WALKER 1",1,0,Arabidopsis thaliana
Q23972,smg,"Protein Smaug",1,0,Drosophila melanogaster
Q9UPU9,SAMD4A,"Protein Smaug homolog 1",1,0,Homo sapiens
Q5PRF9,SAMD4B,"Protein Smaug homolog 2",1,0,Homo sapiens
Q92540,SMG7,"Protein SMG7",3,0,Homo sapiens
P32909,SMY2,"Protein SMY2",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P33750,SOF1,"Protein SOF1",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q5TF21,SOGA3,"Protein SOGA3",2,0,Homo sapiens
Q6NZL0,Soga3,"Protein SOGA3",1,0,Mus musculus
P18583,SON,"Protein SON",1,0,Homo sapiens
P23201,SPA2,"Protein SPA2",2,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q96EA4,SPDL1,"Protein Spindly",1,0,Homo sapiens
Q08AE8,SPIRE1,"Protein spire homolog 1",1,0,Homo sapiens
Q52KF3,Spire1,"Protein spire homolog 1",1,0,Mus musculus
Q8N417,SPTY2D1,"Protein SPT2 homolog",1,0,Homo sapiens
Q68D10,SPTY2D1,"Protein SPT2 homolog",1,0,Homo sapiens
P11972,SST2,"Protein SST2",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q9ZT71,STA1,"Protein STABILIZED1",1,0,Arabidopsis thaliana
Q02794,STD1,"Protein STD1",2,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P92976,SSL11,"Protein STRICTOSIDINE SYNTHASE-LIKE 11",1,0,Arabidopsis thaliana
O74454,sts5,"Protein sts5",1,0,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
P38198,STU1,"Protein STU1",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P46675,STU2,"Protein STU2",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q0VBF8,Stum,"Protein stum homolog",1,0,Mus musculus
Q69YW2,STUM,"Protein stum homolog",1,0,Homo sapiens
Q9LDX1,SGS3,"Protein SUPPRESSOR OF GENE SILENCING 3",2,0,Arabidopsis thaliana
P08970,su(Hw),"Protein suppressor of hairy wing",1,0,Drosophila melanogaster
Q9SYX2,SPA1,"Protein SUPPRESSOR OF PHYA-105 1",1,0,Arabidopsis thaliana
Q7ZY57,eif2s3.S,"Protein-synthesizing GTPase",1,0,Xenopus laevis
F4IRF5,MSF3.10,"Protein-synthesizing GTPase",1,0,Arabidopsis thaliana
O64490,EIF2 GAMMA,"Protein-synthesizing GTPase",1,0,Arabidopsis thaliana
Q9BVV6,KIAA0586,"Protein TALPID3",1,0,Homo sapiens
P38987,TEM1,"Protein TEM1",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q92734,TFG,"Protein TFG",2,0,Homo sapiens
Q8WUY1,THEM6,"Protein THEM6",1,0,Homo sapiens
Q9SKT0,THF1,"Protein THYLAKOID FORMATION 1, chloroplastic",1,0,Arabidopsis thaliana
Q9FMD5,TIC40,"Protein TIC 40, chloroplastic",1,0,Arabidopsis thaliana
Q8H0U5,TIC62,"Protein TIC 62, chloroplastic",1,0,Arabidopsis thaliana
A2YI92,TIFY5,"Protein TIFY 5",1,0,Oryza sativa subsp. indica
Q9LVI4,TIFY6B,"Protein TIFY 6B",1,0,Arabidopsis thaliana
Q94KE2,TIC,"Protein TIME FOR COFFEE",1,0,Arabidopsis thaliana
P50616,TOB1,"Protein Tob1",1,0,Homo sapiens
Q61471,Tob1,"Protein Tob1",1,0,Mus musculus
Q9JM55,Tob2,"Protein Tob2",1,0,Mus musculus
Q9STE8,TOC75-3,"Protein TOC75-3, chloroplastic",1,0,Arabidopsis thaliana
Q9FQ25,TON1A,"Protein TONNEAU 1a",1,0,Arabidopsis thaliana
F4J8D3,TPLATE,"Protein TPLATE",1,0,Arabidopsis thaliana
F4I2H7,TPX2,"Protein TPX2",1,0,Arabidopsis thaliana
Q9SRI1,SEC13A,"Protein transport protein SEC13 homolog A",1,0,Arabidopsis thaliana
O64740,SEC13B,"Protein transport protein SEC13 homolog B",1,0,Arabidopsis thaliana
A0A8I5ZTA3,Sec16a,"Protein transport protein sec16",1,0,Rattus norvegicus
O15027,SEC16A,"Protein transport protein Sec16A",1,0,Homo sapiens
Q75N33,Sec16b,"Protein transport protein Sec16B",1,0,Rattus norvegicus
Q9VNF8,Sec23,"Protein transport protein SEC23",1,0,Drosophila melanogaster
F4JUM1,At4g14160,"Protein transport protein SEC23",1,0,Arabidopsis thaliana
Q8H0S3,At1g05520,"Protein transport protein SEC23",1,0,Arabidopsis thaliana
Q15436,SEC23A,"Protein transport protein Sec23A",4,0,Homo sapiens
Q15437,SEC23B,"Protein transport protein Sec23B",2,0,Homo sapiens
P53992,SEC24C,"Protein transport protein Sec24C",2,0,Homo sapiens
Q9M291,CEF,"Protein transport protein Sec24-like CEF",1,0,Arabidopsis thaliana
H7BXG7,SEC31A,"Protein transport protein Sec31A",1,0,Homo sapiens
O94979,SEC31A,"Protein transport protein Sec31A",2,0,Homo sapiens
Q8L611,SEC31B,"Protein transport protein SEC31 homolog B",1,0,Arabidopsis thaliana
P60468,SEC61B,"Protein transport protein Sec61 subunit beta",1,0,Homo sapiens
E9PZ19,Igsf9b,"Protein turtle homolog B",1,0,Mus musculus
Q14289,PTK2B,"Protein-tyrosine kinase 2-beta",2,0,Homo sapiens
Q6NZK8,Ptpdc1,"Protein tyrosine phosphatase domain-containing protein 1",1,0,Mus musculus
O82656,PTP1,"Protein-tyrosine-phosphatase PTP1",1,0,Arabidopsis thaliana
B2RXQ2,Ppfia1,"Protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF),-interacting protein (liprin), alpha 1",1,0,Mus musculus
B8QI36,Ppfia4,"Protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF),-interacting protein (liprin), alpha 4",1,0,Mus musculus
Q8RX56,PATROL1,"Protein unc-13 homolog",1,0,Arabidopsis thaliana
Q9UPW8,UNC13A,"Protein unc-13 homolog A",1,0,Homo sapiens
Q9Z1N9,Unc13b,"Protein unc-13 homolog B",1,0,Mus musculus
Q8K0T7,Unc13c,"Protein unc-13 homolog C",1,0,Mus musculus
Q9H3U1,UNC45A,"Protein unc-45 homolog A",2,0,Homo sapiens
P07259,URA2,"Protein URA2",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q9UBK9,UXT,"Protein UXT",1,0,Homo sapiens
Q08AM6,VAC14,"Protein VAC14 homolog",2,0,Homo sapiens
Q9VCU7,vret,"Protein vreteno",1,0,Drosophila melanogaster
P34761,WHI3,"Protein WHI3",2,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q3LHL9,wge,"Protein winged eye",1,0,Drosophila melanogaster
Q9W517,wapl,"Protein wings apart-like",1,0,Drosophila melanogaster
Q9ASW8,WDL2,"Protein WVD2-like 2",1,0,Arabidopsis thaliana
Q9SJ62,WDL4,"Protein WVD2-like 4",1,0,Arabidopsis thaliana
Q94C48,WDL5,"Protein WVD2-like 5",1,0,Arabidopsis thaliana
Q8H110,XCT,"Protein XAP5 CIRCADIAN TIMEKEEPER",1,0,Arabidopsis thaliana
Q9EPK2,Rp2,"Protein XRP2",1,0,Mus musculus
Q5BJH7,YIF1B,"Protein YIF1B",1,0,Homo sapiens
O60688,YPEL1,"Protein yippee-like 1",1,0,Homo sapiens
Q96QA6,YPEL2,"Protein yippee-like 2",2,0,Homo sapiens
P61236,YPEL3,"Protein yippee-like 3",2,0,Homo sapiens
Q96NS1,YPEL4,"Protein yippee-like 4",2,0,Homo sapiens
P62699,YPEL5,"Protein yippee-like 5",1,0,Homo sapiens
Q8BG89,Znf365,"Protein ZNF365",1,0,Mus musculus
Q70YC5,ZNF365,"Protein ZNF365",1,0,Homo sapiens
Q08174,PCDH1,"Protocadherin-1",1,0,Homo sapiens
E9PXQ7,Pcdh10,"Protocadherin 10",1,0,Mus musculus
A0A0A6YY83,Pcdh7,"Protocadherin 7",1,0,Mus musculus
Q91Y20,Pcdha10,"Protocadherin alpha-10",1,0,Mus musculus
Q91XW9,Pcdhgc5,"Protocadherin gamma subfamily C, 5",1,0,Mus musculus
P21218,PORB,"Protochlorophyllide reductase B, chloroplastic",1,0,Arabidopsis thaliana
O48741,PORC,"Protochlorophyllide reductase C, chloroplastic",1,0,Arabidopsis thaliana
O23144,PPI1,"Proton pump-interactor 1",1,0,Arabidopsis thaliana
Q66J07,nnt.L,"Proton-translocating NAD(P)(+) transhydrogenase",1,0,Xenopus laevis
P01100,FOS,"Proto-oncogene c-Fos",1,0,Homo sapiens
P00536,Mos,"Proto-oncogene serine/threonine-protein kinase mos",1,0,Mus musculus
P12931,SRC,"Proto-oncogene tyrosine-protein kinase Src",1,0,Homo sapiens
P15498,VAV1,"Proto-oncogene vav",2,0,Homo sapiens
A8J4S1,PSAF,"PSI-F",1,0,Chlamydomonas reinhardtii
A0A2K3D5H4,CHLRE_12g560950v5,"PSI-G",1,0,Chlamydomonas reinhardtii
A8IL32,PSAL,"PSI subunit V",1,0,Chlamydomonas reinhardtii
Q7ZWL9,psmc3.S,"Psmc3-b protein",1,0,Xenopus laevis
Q6AXA3,psmd12.S,"Psmd12 protein",1,0,Xenopus laevis
Q9GZU8,PSME3IP1,"PSME3-interacting protein",1,0,Homo sapiens
Q8H1G6,PTI11,"PTI1-like tyrosine-protein kinase 1",1,0,Arabidopsis thaliana
H0YEH2,PUM1,"Pumilio homolog 1",2,0,Homo sapiens
Q80U78,Pum1,"Pumilio homolog 1",1,0,Mus musculus
Q14671,PUM1,"Pumilio homolog 1",3,1,Homo sapiens
Q8TB72,PUM2,"Pumilio homolog 2",3,0,Homo sapiens
Q9C552,APUM23,"Pumilio homolog 23",1,0,Arabidopsis thaliana
Q9LRZ3,APUM24,"Pumilio homolog 24",1,0,Arabidopsis thaliana
Q15397,PUM3,"Pumilio homolog 3",1,0,Homo sapiens
Q9LJX4,APUM5,"Pumilio homolog 5",1,0,Arabidopsis thaliana
Q04373,PUF6,"Pumilio homology domain family member 6",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
A2VDN9,PUM3,"Pumilio RNA binding family member 3",1,0,Bos taurus
Q6AZK2,pura.S,"Pura-prov protein",1,0,Xenopus laevis
P00491,PNP,"Purine nucleoside phosphorylase",1,0,Homo sapiens
Q8R4E6,Purg,"Purine-rich element-binding protein gamma",1,0,Mus musculus
Q8H0S9,MPA1,"Puromycin-sensitive aminopeptidase",1,0,Arabidopsis thaliana
P55786,NPEPPS,"Puromycin-sensitive aminopeptidase",1,0,Homo sapiens
Q9SIV9,PAP10,"Purple acid phosphatase 10",1,0,Arabidopsis thaliana
Q0WVF7,At3g03060,"Putative 26S proteosome regulatory subunit",1,0,Arabidopsis thaliana
Q9FPI0,MLP3.20,"Putative 3' exoribonuclease",1,0,Arabidopsis thaliana
Q5JNZ5,RPS26P11,"Putative 40S ribosomal protein S26-like 1",1,0,Homo sapiens
Q9C8F7,RPL30A,"Putative 60S ribosomal protein L30-1",1,0,Arabidopsis thaliana
P61515,Rpl37a-ps1,"Putative 60S ribosomal protein L37a",1,0,Rattus norvegicus
Q9ZPW5,At2g18330,"Putative AAA-type ATPase",1,0,Arabidopsis thaliana
Q9FG81,MQD19.19,"Putative aluminum-induced protein",1,0,Arabidopsis thaliana
Q9SIB5,At2g28600,"Putative ATP-dependent RNA helicase",1,0,Arabidopsis thaliana
Q6P158,DHX57,"Putative ATP-dependent RNA helicase DHX57",3,0,Homo sapiens
Q6P5D3,Dhx57,"Putative ATP-dependent RNA helicase DHX57",1,0,Mus musculus
P32644,ECM32,"Putative ATP-dependent RNA helicase ECM32",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P16381,D1Pas1,"Putative ATP-dependent RNA helicase Pl10",1,0,Mus musculus
Q9VL52,SoYb,"Putative ATP-dependent RNA helicase SoYb",1,0,Drosophila melanogaster
Q09181,ste13,"Putative ATP-dependent RNA helicase ste13",1,0,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
Q9NP73,ALG13,"Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13",2,0,Homo sapiens
Q94K30,At1g01800,"Putative carbonyl reductase",1,0,Arabidopsis thaliana
Q07505,YDL086W,"Putative carboxymethylenebutenolidase",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q9ZQH2,NF-YB11,"Putative CCAAT-binding transcription factor subunit",1,0,Arabidopsis thaliana
O49289,RH29,"Putative DEAD-box ATP-dependent RNA helicase 29",1,0,Arabidopsis thaliana
Q7SX80,ctbs.S,"Putative di-N-acetyl-chitobiase",1,0,Xenopus laevis
Q94AD1,At1g48610,"Putative DNA-binding protein At1g48610",1,0,Arabidopsis thaliana
Q5VTE0,EEF1A1P5,"Putative elongation factor 1-alpha-like 3",1,0,Homo sapiens
Q8VZW6,At3g08740,"Putative elongation factor P (EF-P)",1,0,Arabidopsis thaliana
Q9LZP4,T12C14_160,"Putative endonuclease or glycosyl hydrolase",1,0,Arabidopsis thaliana
O94260,nxt3,"Putative G3BP-like protein",1,0,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
Q9LF51,At5g17510,"Putative glutamine-rich protein",1,0,Arabidopsis thaliana
Q8VZT0,At3g03920,"Putative H/ACA ribonucleoprotein complex subunit 1-like protein 1",1,0,Arabidopsis thaliana
Q9SR91,T16O11.15,"Putative heat shock protein",1,0,Arabidopsis thaliana
Q9M034,At5g01390,"Putative heat shock protein 40",1,0,Arabidopsis thaliana
O81047,At2g03270,"Putative helicase",1,0,Arabidopsis thaliana
Q93VB0,At2g40660,"Putative methionyl-tRNA synthetase",1,0,Arabidopsis thaliana
Q5T280,SPOUT1,"Putative methyltransferase C9orf114",1,0,Homo sapiens
Q3E8E5,TGG3,"Putative myrosinase 3",1,0,Arabidopsis thaliana
Q9SJV2,At2g21250,"Putative NADPH-dependent mannose 6-phosphate reductase",1,0,Arabidopsis thaliana
O65423,F18E5.200,"Putative NADPH quinone oxidoreductase",1,0,Arabidopsis thaliana
Q49A26,GLYR1,"Putative oxidoreductase GLYR1",1,0,Homo sapiens
Q9LTZ0,At3g27400,"Putative pectate lyase 11",1,0,Arabidopsis thaliana
Q9ZQP2,ACX1.2,"Putative peroxisomal acyl-coenzyme A oxidase 1.2",1,0,Arabidopsis thaliana
C4NFL9,n/a,"Putative phosphoprotein",0,0,Nyamanini virus (isolate Tick/Thailand/39/1968)
A0A7J6JSR9,n/a,"Putative polyubiquitin UbC",1,0,Toxoplasma gondii
Q3E6S8,DEGP14,"Putative protease Do-like 14",1,0,Arabidopsis thaliana
Q09737,SPAC13A11.06,"Putative pyruvate decarboxylase C13A11.06",1,0,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
Q8NDT2,RBM15B,"Putative RNA-binding protein 15B",2,0,Homo sapiens
B8ZZ10,LUC7L,"Putative RNA-binding protein Luc7-like 1",1,0,Homo sapiens
Q9NQ29,LUC7L,"Putative RNA-binding protein Luc7-like 1",1,0,Homo sapiens
Q9Y383,LUC7L2,"Putative RNA-binding protein Luc7-like 2",2,0,Homo sapiens
Q9NVL3,LUC7L2,"Putative RNA-binding protein Luc7-like 2",1,0,Homo sapiens
F4JTD2,At4g25730,"Putative rRNA methyltransferase",1,0,Arabidopsis thaliana
O80897,At2g32600,"Putative spliceosome associated protein",1,0,Arabidopsis thaliana
Q9STN3,At4g08350,"Putative transcription elongation factor SPT5 homolog 1",1,0,Arabidopsis thaliana
Q8L733,At4g12130,"Putative transferase At4g12130, mitochondrial",1,0,Arabidopsis thaliana
Q9C5R0,At4g27720,"Putative transporter",1,0,Arabidopsis thaliana
A6NDI0,TRIM49B,"Putative tripartite motif-containing protein 49B",1,0,Homo sapiens
A6YT86,NDA5,"Putative type II NADH dehydrogenase",1,0,Chlamydomonas reinhardtii
O75061,DNAJC6,"Putative tyrosine-protein phosphatase auxilin",1,0,Homo sapiens
Q80TZ3,Dnajc6,"Putative tyrosine-protein phosphatase auxilin",1,0,Mus musculus
P56180,TPTE,"Putative tyrosine-protein phosphatase TPTE",1,0,Homo sapiens
Q96BT1,C3orf49,"Putative uncharacterized protein C3orf49",1,0,Homo sapiens
Q7Z4B0,LINC00305,"Putative uncharacterized protein encoded by LINC00305",1,0,Homo sapiens
Q96M42,LINC00479,"Putative uncharacterized protein encoded by LINC00479",2,0,Homo sapiens
Q9FNE4,MPO12.6,"PWWP domain-containing protein 3",1,0,Arabidopsis thaliana
O00764,PDXK,"Pyridoxal kinase",1,0,Homo sapiens
O94903,PLPBP,"Pyridoxal phosphate homeostasis protein",1,0,Homo sapiens
P31414,AVP1,"Pyrophosphate-energized vacuolar membrane proton pump 1",1,0,Arabidopsis thaliana
P32263,PRO3,"Pyrroline-5-carboxylate reductase",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P32322,PYCR1,"Pyrroline-5-carboxylate reductase 1, mitochondrial",1,0,Homo sapiens
Q922Q4,Pycr2,"Pyrroline-5-carboxylate reductase 2",1,0,Mus musculus
Q9DCC4,Pycr3,"Pyrroline-5-carboxylate reductase 3",1,0,Mus musculus
Q53H96,PYCR3,"Pyrroline-5-carboxylate reductase 3",1,0,Homo sapiens
P11498,PC,"Pyruvate carboxylase, mitochondrial",1,0,Homo sapiens
P06169,PDC1,"Pyruvate decarboxylase isozyme 1",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q15120,PDK3,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial",1,0,Homo sapiens
P52901,E1 ALPHA,"Pyruvate dehydrogenase E1 component subunit alpha-1, mitochondrial",1,0,Arabidopsis thaliana
Q8H1Y0,IAR4,"Pyruvate dehydrogenase E1 component subunit alpha-2, mitochondrial",1,0,Arabidopsis thaliana
P35486,Pdha1,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",1,0,Mus musculus
P08559,PDHA1,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",3,0,Homo sapiens
P29803,PDHA2,"Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial",1,0,Homo sapiens
Q5XGY5,pdhb.L,"Pyruvate dehydrogenase E1 component subunit beta",1,0,Xenopus laevis
Q38799,PDH2,"Pyruvate dehydrogenase E1 component subunit beta-1, mitochondrial",1,0,Arabidopsis thaliana
P11177,PDHB,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",2,0,Homo sapiens
Q9D051,Pdhb,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",1,0,Mus musculus
Q8BKZ9,Pdhx,"Pyruvate dehydrogenase protein X component, mitochondrial",1,0,Mus musculus
O00330,PDHX,"Pyruvate dehydrogenase protein X component, mitochondrial",1,0,Homo sapiens
A0A1L8GTD6,pkm.S,"Pyruvate kinase",1,0,Xenopus laevis
H3BQ34,PKM,"Pyruvate kinase",1,0,Homo sapiens
Q94KE3,At3g52990,"Pyruvate kinase",1,0,Arabidopsis thaliana
P00549,CDC19,"Pyruvate kinase 1",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P30613,PKLR,"Pyruvate kinase PKLR",1,0,Homo sapiens
P14618,PKM,"Pyruvate kinase PKM",2,0,Homo sapiens
P52480,Pkm,"Pyruvate kinase PKM",1,0,Mus musculus
Q08257,CRYZ,"Quinone oxidoreductase",1,0,Homo sapiens
Q9LXZ4,T5P19_110,"Quinone reductase-like protein",1,0,Arabidopsis thaliana
Q15032,R3HDM1,"R3H domain-containing protein 1",2,0,Homo sapiens
Q9Y2K5,R3HDM2,"R3H domain-containing protein 2",2,0,Homo sapiens
Q9P260,RELCH,"RAB11-binding protein RELCH",1,0,Homo sapiens
E7EX40,RAB11FIP1,"RAB11 family interacting protein 1",1,0,Homo sapiens
G3XA57,Rab11fip2,"Rab11 family-interacting protein 2",1,0,Mus musculus
O75154,RAB11FIP3,"Rab11 family-interacting protein 3",1,0,Homo sapiens
Q86YS3,RAB11FIP4,"Rab11 family-interacting protein 4",1,0,Homo sapiens
Q9BXF6,RAB11FIP5,"Rab11 family-interacting protein 5",1,0,Homo sapiens
Q8R361,Rab11fip5,"Rab11 family-interacting protein 5",1,0,Mus musculus
Q7ZXF7,rab1a.S,"Rab1-prov protein",1,0,Xenopus laevis
Q15042,RAB3GAP1,"Rab3 GTPase-activating protein catalytic subunit",1,0,Homo sapiens
Q8BMG7,Rab3gap2,"Rab3 GTPase-activating protein non-catalytic subunit",1,0,Mus musculus
Q9H2M9,RAB3GAP2,"Rab3 GTPase-activating protein non-catalytic subunit",1,0,Homo sapiens
Q7ZYB0,rab5a.L,"Rab5a-prov protein",1,0,Xenopus laevis
Q6DCV5,rab7a.S,"Rab7-prov protein",1,0,Xenopus laevis
Q9P2R3,ANKFY1,"Rabankyrin-5",1,0,Homo sapiens
A0A1L8GZG8,gdi2.L,"Rab GDP dissociation inhibitor",1,0,Xenopus laevis
V9GYF8,GDI2,"Rab GDP dissociation inhibitor",1,0,Homo sapiens
P31150,GDI1,"Rab GDP dissociation inhibitor alpha",1,0,Homo sapiens
P50396,Gdi1,"Rab GDP dissociation inhibitor alpha",1,0,Mus musculus
P50395,GDI2,"Rab GDP dissociation inhibitor beta",2,0,Homo sapiens
Q9Y3P9,RABGAP1,"Rab GTPase-activating protein 1",1,0,Homo sapiens
P47708,Rph3a,"Rabphilin-3A",1,0,Mus musculus
Q9Y2J0,RPH3A,"Rabphilin-3A",1,0,Homo sapiens
P31750,Akt1,"RAC-alpha serine/threonine-protein kinase",2,0,Mus musculus
F8VRD2,RACGAP1,"Rac GTPase-activating protein 1",1,0,Homo sapiens
Q9H0H5,RACGAP1,"Rac GTPase-activating protein 1",2,0,Homo sapiens
Q6NUQ1,RINT1,"RAD50-interacting protein 1",1,0,Homo sapiens
Q96B01,RAD51AP1,"RAD51-associated protein 1",2,0,Homo sapiens
Q8NG50,RDM1,"RAD52 motif-containing protein 1",1,0,Homo sapiens
Q86UC2,RSPH3,"Radial spoke head protein 3 homolog",1,0,Homo sapiens
F4IVY6,At2g39670,"Radical SAM superfamily protein",1,0,Arabidopsis thaliana
P35241,RDX,"Radixin",1,0,Homo sapiens
P26043,Rdx,"Radixin",1,0,Mus musculus
P04049,RAF1,"RAF proto-oncogene serine/threonine-protein kinase",0,1,Homo sapiens
Q14699,RFTN1,"Raftlin",3,0,Homo sapiens
Q6A0D4,Rftn1,"Raftlin",1,0,Mus musculus
Q9CQ22,Lamtor1,"Ragulator complex protein LAMTOR1",1,0,Mus musculus
Q6IAA8,LAMTOR1,"Ragulator complex protein LAMTOR1",2,0,Homo sapiens
Q0VGL1,LAMTOR4,"Ragulator complex protein LAMTOR4",2,0,Homo sapiens
O43504,LAMTOR5,"Ragulator complex protein LAMTOR5",1,0,Homo sapiens
Q8NFH8,REPS2,"RalBP1-associated Eps domain-containing protein 2",1,0,Homo sapiens
Q6GYQ0,RALGAPA1,"Ral GTPase-activating protein subunit alpha-1",1,0,Homo sapiens
Q8BQZ4,Ralgapb,"Ral GTPase-activating protein subunit beta",1,0,Mus musculus
Q9LMK7,RANBP1A,"Ran-binding protein 1 homolog a",1,0,Arabidopsis thaliana
Q8RWG8,RANBP1B,"Ran-binding protein 1 homolog b",1,0,Arabidopsis thaliana
P92985,RANBP1C,"Ran-binding protein 1 homolog c",1,0,Arabidopsis thaliana
B7Z7F3,RANBP3,"Ran-binding protein 3",1,0,Homo sapiens
Q9H6Z4,RANBP3,"Ran-binding protein 3",1,0,Homo sapiens
O60518,RANBP6,"Ran-binding protein 6",1,0,Homo sapiens
Q96S59,RANBP9,"Ran-binding protein 9",2,0,Homo sapiens
P69566,Ranbp9,"Ran-binding protein 9",1,0,Mus musculus
F4HYD7,RANBPM,"Ran-binding protein M homolog",1,0,Arabidopsis thaliana
Q4Z8K6,RanBPM,"Ran-binding proteins 9/10 homolog",1,0,Drosophila melanogaster
P0DJD0,RGPD1,"RANBP2-like and GRIP domain-containing protein 1",1,0,Homo sapiens
A6NKT7,RGPD3,"RanBP2-like and GRIP domain-containing protein 3",1,0,Homo sapiens
P46060,RANGAP1,"Ran GTPase-activating protein 1",3,0,Homo sapiens
P11745,RNA1,"Ran GTPase-activating protein 1",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q9LE82,RANGAP1,"RAN GTPase-activating protein 1",2,0,Arabidopsis thaliana
Q9M651,RANGAP2,"RAN GTPase-activating protein 2",1,0,Arabidopsis thaliana
Q9JIB0,Rangrf,"Ran guanine nucleotide release factor",1,0,Mus musculus
P43487,RANBP1,"Ran-specific GTPase-activating protein",2,0,Homo sapiens
P47736,RAP1GAP,"Rap1 GTPase-activating protein 1",1,0,Homo sapiens
Q684P5,RAP1GAP2,"Rap1 GTPase-activating protein 2",1,0,Homo sapiens
P52306,RAP1GDS1,"Rap1 GTPase-GDP dissociation stimulator 1",2,0,Homo sapiens
E9Q912,Rap1gds1,"Rap1 GTPase-GDP dissociation stimulator 1",1,0,Mus musculus
Q13905,RAPGEF1,"Rap guanine nucleotide exchange factor 1",1,0,Homo sapiens
Q9Y4G8,RAPGEF2,"Rap guanine nucleotide exchange factor 2",1,0,Homo sapiens
Q8CHG7,Rapgef2,"Rap guanine nucleotide exchange factor 2",1,0,Mus musculus
Q8WZA2,RAPGEF4,"Rap guanine nucleotide exchange factor 4",1,0,Homo sapiens
Q9EQZ6,Rapgef4,"Rap guanine nucleotide exchange factor 4",1,0,Mus musculus
Q5NCJ1,Rapgef6,"Rap guanine nucleotide exchange factor (GEF) 6",1,0,Mus musculus
Q13671,RIN1,"Ras and Rab interactor 1",1,0,Homo sapiens
Q70E73,RAPH1,"Ras-associated and pleckstrin homology domains-containing protein 1",1,0,Homo sapiens
Q9NS23,RASSF1,"Ras association domain-containing protein 1",1,0,Homo sapiens
Q8WWW0,RASSF5,"Ras association domain-containing protein 5",1,0,Homo sapiens
F2Z3U3,Raph1,"Ras association (RalGDS/AF-6) and pleckstrin homology domains 1",1,0,Mus musculus
O95294,RASAL1,"RasGAP-activating-like protein 1",1,0,Homo sapiens
P46940,IQGAP1,"Ras GTPase-activating-like protein IQGAP1",3,0,Homo sapiens
Q13576,IQGAP2,"Ras GTPase-activating-like protein IQGAP2",2,0,Homo sapiens
O14188,rng2,"Ras GTPase-activating-like protein rng2",1,0,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
Q60790,Rasa3,"Ras GTPase-activating protein 3",1,0,Mus musculus
Q6PFQ7,Rasa4,"Ras GTPase-activating protein 4",1,0,Mus musculus
P97855,G3bp1,"Ras GTPase-activating protein-binding protein 1",2,0,Mus musculus
